VITORIA;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2,014;;Acer;Aesculus;Alnus;Artemisia;Betula;Buxus;Carex;Castanea;Casuarina;Cedrus;Cistaceae;Compositae (otras);Corylus;Cupress/Taxaceae;Cyperus;Chenopo/Amarant;Equium;Ericaceae;Eucalyptus;Fraxinus;Gleditsia;Juglans;Juncaceae;Labiateae;Ligustrum;Mercurialis;Mimosa;Morus;No identificados;Olea;Palmaceae;Pinus;Plantago;Platanus;Poaceae;Populus;Quercus;Rosacea;Rumex;Salix;Sophora;Taraxacum;Tilia;Typha;Ulmus;Umbelliferae;Urticaceae; TOTAL;Alternaria;;
8  May.;;0;4;0;0;1;;0;0;;0;;2;0;4;;0;;2;0;0;;0;;;0;0;0;;4;0;;3;1;1;7;0;86;0;1;0;;0;0;;0;0;3;119;1;;
9  May.;;1;1;0;0;0;;0;0;;0;;0;0;1;;0;;2;0;0;;0;;;0;0;0;;1;0;;1;1;2;3;0;20;0;1;0;;0;0;;0;0;1;35;0;;
10 May.;;0;2;0;0;3;;0;0;;0;;0;0;1;;0;;3;0;0;;0;;;0;0;0;;1;0;;11;1;3;12;0;63;0;1;0;;0;0;;0;0;1;102;1;;
11 May.;;0;1;0;0;1;;0;0;;0;;0;0;1;;0;;0;3;0;;0;;;0;0;0;;1;0;;1;1;0;4;0;9;0;1;0;;0;0;;0;0;1;24;0;;
12 May.;;0;9;0;0;0;;0;0;;0;;0;0;0;;0;;4;1;0;;0;;;0;0;0;;3;0;;4;1;0;3;0;20;0;1;0;;0;0;;0;0;0;46;1;;
13 May.;;0;5;0;0;1;;0;0;;0;;1;0;1;;0;;0;0;0;;1;;;1;0;0;;0;0;;5;1;4;7;0;15;0;0;0;;0;0;;0;0;2;44;0;;
14 May.;;0;1;0;0;1;;0;0;;0;;0;0;1;;1;;1;1;0;;0;;;1;0;0;;3;0;;1;1;1;15;0;6;0;1;0;;0;0;;0;0;0;35;0;;
15 May.;;1;5;0;0;2;;2;0;;0;;1;0;1;;0;;1;0;0;;0;;;0;0;0;;9;0;;9;3;8;53;0;47;0;6;0;;0;0;;0;0;2;150;3;;
16 May.;;0;3;0;0;1;;0;0;;0;;0;0;1;;0;;3;0;0;;0;;;0;0;0;;7;0;;6;7;5;24;0;19;1;6;0;;0;1;;0;0;2;86;3;;
17 May.;;0;3;0;0;1;;1;0;;0;;0;0;1;;0;;19;0;0;;0;;;0;0;0;;6;0;;6;5;2;33;0;21;0;1;0;;0;0;;0;0;1;100;3;;
18 May.;;5;5;0;0;1;;0;0;;0;;1;0;15;;4;;11;0;0;;0;;;77;1;0;;11;5;;64;5;3;55;0;372;1;2;1;;1;0;;0;0;3;643;9;;
19 May.;;2;3;0;0;0;;1;0;;0;;1;0;22;;2;;8;0;0;;0;;;19;0;0;;9;17;;65;9;5;50;1;329;1;4;0;;1;0;;0;1;4;554;6;;
20 May.;;0;1;0;0;0;;0;0;;0;;1;0;4;;1;;5;0;0;;0;;;19;0;0;;3;3;;19;3;1;11;0;93;0;0;0;;1;0;;0;0;4;169;1;;
21 May.;;2;9;0;0;1;;0;0;;0;;0;0;5;;0;;7;0;0;;1;;;5;0;0;;3;3;;36;1;8;20;0;164;0;1;1;;0;0;;0;0;1;268;3;;
22 May.;;0;3;0;0;1;;0;0;;0;;0;0;0;;0;;0;1;0;;0;;;3;0;0;;2;0;;9;0;1;5;0;53;0;1;0;;0;0;;0;0;1;80;1;;
23 May.;;1;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;1;0;;4;1;1;3;0;21;0;0;0;;0;0;;0;0;1;34;0;;
24 May.;;0;1;0;0;1;;0;0;;0;;1;0;0;;0;;2;0;0;;0;;;1;0;0;;3;1;;9;2;1;7;0;16;0;1;0;;0;0;;0;0;1;47;1;;
25 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;1;0;1;0;2;0;0;0;;0;0;;0;0;0;5;0;;
26 May.;;0;0;0;0;0;;1;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;9;1;0;5;0;31;0;0;0;;0;0;;0;0;1;48;1;;
27 May.;;0;0;0;0;1;;1;0;;0;;1;0;0;;0;;3;0;0;;0;;;0;0;0;;1;0;;18;1;1;17;0;22;0;0;0;;0;0;;0;0;1;67;1;;
28 May.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;4;0;4;0;0;0;;0;0;;0;0;1;12;0;;
29 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;3;0;0;3;0;22;0;1;0;;0;0;;0;0;5;36;4;;
30 May.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;3;0;3;0;0;0;;0;0;;0;0;1;7;0;;
31 May.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;1;0;;0;;;0;0;0;;1;0;;0;1;0;1;0;2;0;0;0;;0;0;;0;0;1;8;1;;
1 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;0;0;;1;1;0;23;0;1;0;1;0;;0;0;;0;0;1;29;8;;
2 Jun.;;0;0;0;0;0;;1;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;3;0;39;0;13;0;1;0;;0;0;;0;0;9;68;5;;
3 Jun.;;0;0;0;0;0;;1;1;;0;;0;0;2;;0;;3;1;0;;0;;;0;0;0;;3;0;;14;3;0;32;0;47;0;1;0;;0;0;;0;0;7;115;10;;
4 Jun.;;0;0;0;0;0;;0;0;;0;;1;0;1;;0;;2;0;0;;0;;;0;0;0;;0;0;;2;2;0;7;0;16;0;0;0;;0;0;;0;0;3;34;4;;
5 Jun.;;1;0;0;0;0;;1;0;;0;;0;0;6;;7;;16;0;0;;0;;;45;0;0;;5;0;;63;9;1;43;0;153;0;3;0;;0;0;;0;0;11;364;47;;
6 Jun.;;2;1;0;0;0;;1;1;;0;;1;0;4;;2;;9;0;0;;0;;;24;0;0;;9;0;;65;12;0;34;0;132;0;2;0;;1;1;;0;1;9;311;51;;
7 Jun.;;0;1;0;0;0;;1;0;;0;;3;0;3;;1;;1;0;0;;0;;;9;0;0;;8;1;;33;8;0;36;0;115;0;3;0;;0;0;;0;0;7;230;26;;
8 Jun.;;0;0;0;0;0;;0;2;;0;;0;0;6;;0;;0;0;0;;0;;;5;0;0;;5;0;;30;3;0;45;0;43;0;1;0;;0;0;;0;0;10;150;16;;
9 Jun.;;0;0;0;0;0;;0;2;;0;;0;0;1;;0;;3;0;0;;0;;;6;0;0;;1;0;;24;5;1;28;0;57;1;3;0;;0;0;;0;0;7;139;13;;
10 Jun.;;0;0;0;0;0;;0;1;;0;;0;0;2;;1;;0;0;0;;0;;;4;0;0;;0;0;;8;2;0;16;0;9;0;1;0;;1;0;;0;0;8;53;12;;
11 Jun.;;0;0;0;0;0;;0;5;;0;;1;0;1;;1;;0;0;0;;0;;;7;0;0;;1;0;;11;8;0;33;0;16;0;1;0;;0;0;;0;0;26;111;21;;
12 Jun.;;0;1;0;0;0;;1;1;;0;;0;0;1;;1;;1;0;0;;0;;;4;0;0;;5;0;;5;6;1;26;0;12;0;1;0;;1;0;;0;0;13;80;15;;
13 Jun.;;0;0;0;0;0;;0;1;;0;;1;0;0;;1;;0;0;0;;0;;;1;0;0;;0;0;;2;3;0;32;0;5;0;2;0;;0;0;;0;0;9;57;7;;
14 Jun.;;0;1;0;0;0;;0;1;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;1;0;;6;1;1;16;0;7;0;1;0;;0;0;;0;1;11;48;11;;
15 Jun.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;1;0;;7;8;1;24;0;5;0;0;0;;0;0;;0;0;19;66;15;;
16 Jun.;;0;0;0;0;0;;0;11;;0;;0;0;1;;0;;1;0;0;;0;;;1;1;0;;1;0;;2;4;0;39;0;3;0;0;0;;0;0;;0;0;12;76;18;;
17 Jun.;;0;1;0;0;0;;0;18;;0;;0;0;1;;0;;1;0;0;;0;;;1;0;0;;3;0;;0;5;0;35;0;1;0;1;0;;0;0;;0;0;13;80;16;;
18 Jun.;;0;0;0;0;0;;0;18;;0;;0;0;0;;0;;1;1;0;;0;;;0;0;0;;1;0;;1;5;0;22;0;3;0;0;0;;0;0;;0;1;10;63;6;;
19 Jun.;;1;0;0;0;0;;1;29;;0;;0;0;1;;1;;0;0;0;;0;;;2;1;0;;3;0;;6;5;0;45;0;12;0;2;0;;0;0;;0;0;14;123;26;;
20 Jun.;;0;0;0;0;0;;0;3;;0;;0;0;1;;0;;0;0;0;;0;;;1;0;0;;2;0;;6;5;0;16;0;9;0;0;0;;0;0;;0;1;4;48;24;;
21 Jun.;;0;0;0;0;0;;0;8;;0;;1;0;1;;2;;0;0;0;;0;;;1;0;0;;0;0;;5;3;0;9;0;7;0;0;0;;0;0;;0;0;5;42;17;;
22 Jun.;;0;0;0;0;0;;1;5;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;3;0;;2;3;0;17;0;4;0;1;0;;1;0;;0;0;13;51;42;;
23 Jun.;;0;0;0;0;0;;0;2;;0;;1;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;3;5;0;6;0;2;0;0;0;;0;0;;0;1;4;25;31;;
24 Jun.;;0;0;0;0;0;;0;7;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;3;0;6;0;1;0;0;0;;0;1;;0;0;5;23;92;;
25 Jun.;;0;0;0;0;0;;0;26;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;4;0;;1;1;0;27;0;1;0;0;0;;0;0;;0;1;20;81;57;;
26 Jun.;;0;0;0;0;0;;0;1;;0;;0;0;1;;0;;1;0;0;;0;;;1;1;0;;0;0;;0;3;0;5;0;1;0;0;0;;0;0;;0;0;5;19;9;;
27 Jun.;;0;0;0;0;0;;0;6;;0;;0;0;1;;1;;1;0;0;;0;;;0;0;0;;2;0;;3;4;1;18;0;2;0;1;0;;0;0;;0;0;5;45;85;;
28 Jun.;;0;1;0;0;0;;1;7;;0;;0;0;1;;3;;0;0;0;;0;;;0;0;0;;4;0;;1;3;0;21;0;7;1;1;0;;1;1;;0;0;3;56;322;;
29 Jun.;;0;0;0;0;0;;0;5;;0;;1;0;1;;0;;1;1;0;;0;;;0;0;0;;1;0;;0;1;0;12;0;2;0;0;0;;0;0;;0;0;3;28;30;;
30 Jun.;;0;0;0;0;0;;0;17;;0;;0;0;0;;1;;1;0;0;;0;;;0;1;0;;1;0;;1;5;0;30;0;3;0;0;0;;0;0;;0;0;5;65;48;;
1 Jul.;;0;0;0;0;0;;0;3;;0;;0;0;1;;1;;0;0;0;;0;;;0;0;0;;1;0;;1;1;0;3;0;3;0;0;0;;0;0;;0;0;2;16;47;;
2 Jul.;;0;0;0;0;0;;1;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;1;3;4;;
3 Jul.;;0;0;0;0;0;;0;3;;0;;1;0;0;;0;;0;0;0;;0;;;1;0;0;;2;0;;0;2;0;7;0;2;0;0;0;;0;0;;0;0;6;24;63;;
4 Jul.;;0;0;0;0;0;;0;10;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;1;0;;1;3;0;20;0;0;0;0;0;;0;0;;0;0;7;43;43;;
5 Jul.;;0;0;0;0;0;;0;16;;0;;1;0;0;;1;;0;0;0;;0;;;0;0;0;;2;0;;1;3;0;47;0;3;0;1;0;;1;0;;0;0;5;81;280;;
6 Jul.;;1;0;0;0;0;;2;4;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;4;0;;1;2;0;9;0;3;0;0;0;;0;1;;0;0;2;30;109;;
7 Jul.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;1;0;0;3;0;1;0;0;0;;0;0;;0;0;7;15;37;;
8 Jul.;;0;0;0;0;0;;0;10;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;3;0;0;0;1;0;;0;0;;0;0;3;19;19;;
9 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;3;0;0;0;0;0;;0;0;;0;0;1;8;11;;
10 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;3;0;0;0;0;0;;0;1;;0;0;2;8;7;;
11 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;0;3;7;;
12 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;2;0;2;0;0;0;0;0;;0;0;;0;0;3;7;5;;
13 Jul.;;0;0;0;0;0;;0;7;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;1;4;0;15;0;1;0;0;0;;0;0;;0;0;9;39;16;;
14 Jul.;;0;1;0;0;0;;0;1;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;2;0;0;0;0;0;;0;0;;0;0;1;8;20;;
15 Jul.;;0;0;0;0;0;;0;6;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;3;0;18;0;0;0;0;0;;0;0;;0;0;7;34;52;;
16 Jul.;;0;0;0;0;0;;0;5;;0;;0;0;0;;2;;0;1;0;;0;;;0;0;0;;8;0;;1;8;0;32;0;5;0;0;0;;0;0;;0;0;12;74;174;;
17 Jul.;;0;0;0;0;0;;1;8;;0;;0;0;0;;4;;0;0;0;;0;;;0;0;0;;4;0;;0;12;0;18;0;7;0;0;0;;0;0;;0;0;11;65;201;;
18 Jul.;;0;0;0;0;0;;1;1;;0;;0;0;1;;7;;0;0;0;;0;;;0;0;0;;7;0;;1;9;0;8;0;5;0;0;1;;0;0;;0;1;6;48;159;;
19 Jul.;;0;0;0;0;0;;0;1;;0;;1;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;0;6;0;5;0;1;0;0;0;;0;0;;0;0;2;18;81;;
20 Jul.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;4;0;;0;1;0;2;0;0;0;0;0;;0;0;;0;0;4;14;26;;
21 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;1;;1;;0;0;0;;0;;;1;0;0;;1;0;;1;2;0;2;0;1;0;0;0;;0;1;;0;0;5;16;26;;
22 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;0;6;0;3;0;0;0;0;0;;0;0;;0;0;8;19;32;;
23 Jul.;;0;0;0;1;0;;0;3;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;0;1;0;4;0;0;0;1;0;;0;0;;0;1;9;22;58;;
24 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;1;;1;;0;0;0;;1;;;0;0;0;;3;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;5;14;31;;
25 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;2;0;2;0;0;0;1;0;;0;0;;0;0;8;14;14;;
26 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;10;15;28;;
27 Jul.;;0;0;0;1;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;2;0;;3;0;;0;3;0;7;0;0;0;0;0;;0;0;;0;0;20;36;72;;
28 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;1;0;1;0;1;0;0;0;;0;0;;0;0;22;27;28;;
29 Jul.;;0;0;0;0;0;;0;1;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;0;1;0;4;0;0;0;0;0;;0;1;;0;0;11;20;3;;
30 Jul.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;2;0;0;0;0;0;;1;0;;0;1;16;21;3;;
31 Jul.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;0;0;0;;0;;;1;1;0;;1;0;;0;2;0;4;0;0;0;0;0;;0;0;;0;0;39;50;25;;
1  Ago.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;1;0;;0;1;0;2;0;0;0;0;0;;0;0;;0;0;19;26;8;;
2  Ago.;;0;0;0;0;0;;0;2;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;13;17;4;;
3  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;1;2;0;1;0;0;0;0;0;;0;0;;0;0;11;16;2;;
4  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;1;0;0;;1;0;;0;2;0;1;0;1;0;0;0;;0;0;;0;0;8;14;4;;
5  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;3;0;;0;3;0;2;0;1;0;0;0;;0;0;;0;1;14;25;14;;
6  Ago.;;0;0;0;1;0;;0;2;;0;;0;0;0;;0;;1;1;0;;0;;;1;0;0;;1;0;;0;7;0;3;0;0;0;0;0;;0;0;;0;0;11;28;20;;
7  Ago.;;0;0;0;0;0;;0;1;;0;;1;0;0;;1;;0;0;0;;0;;;0;0;0;;2;0;;0;3;0;3;0;0;0;0;0;;0;0;;0;1;13;25;37;;
8  Ago.;;0;0;0;1;0;;0;1;;0;;0;0;0;;2;;1;0;0;;0;;;0;0;0;;2;0;;1;3;0;5;0;1;0;0;0;;0;0;;0;0;9;26;55;;
9  Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;9;;2;0;0;;0;;;0;0;0;;4;0;;0;5;0;6;0;1;0;0;0;;0;0;;0;0;30;57;43;;
10 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;1;;3;;0;0;0;;0;;;0;0;0;;5;0;;1;2;0;3;0;1;0;0;0;;0;0;;0;1;6;23;34;;
11 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;1;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;3;4;4;;
12 Ago.;;0;0;0;1;0;;0;1;;0;;0;0;0;;2;;0;0;0;;0;;;0;1;0;;1;0;;0;3;0;8;0;0;0;0;0;;0;0;;0;0;22;39;70;;
13 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;0;0;1;0;0;0;;0;0;;0;0;3;5;2;;
14 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;1;0;;1;0;;0;2;0;1;0;0;0;0;0;;0;0;;0;1;3;9;1;;
15 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;3;5;2;;
16 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;1;0;;1;0;;1;1;0;0;0;1;0;0;0;;0;0;;0;0;4;9;4;;
17 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;1;0;0;;0;;;0;2;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;16;22;14;;
18 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;3;;1;0;0;;0;;;0;0;0;;0;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;3;9;4;;
19 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;7;0;;0;1;0;0;0;0;0;0;0;;1;0;;0;0;5;15;2;;
20 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;5;9;6;;
21 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;2;0;0;0;0;0;0;0;;0;0;;0;0;11;14;7;;
22 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;1;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;2;5;6;;
23 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;1;0;1;0;0;0;0;0;;1;0;;0;0;8;11;3;;
24 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;1;0;0;;0;;;0;0;0;;1;0;;0;2;0;1;0;0;0;0;0;;0;0;;0;0;14;20;16;;
25 Ago.;;0;0;0;0;0;;1;0;;0;;0;0;1;;1;;3;0;0;;0;;;0;0;0;;5;0;;0;9;0;4;0;0;0;0;0;;0;0;;0;0;22;46;35;;
26 Ago.;;0;0;0;1;0;;0;1;;0;;0;0;0;;5;;1;0;0;;0;;;0;1;0;;3;0;;1;1;0;3;0;0;0;0;0;;0;0;;0;1;8;26;13;;
27 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;1;;5;;0;0;0;;0;;;0;0;0;;1;0;;0;3;0;1;0;0;0;0;0;;0;0;;0;0;20;31;16;;
28 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;1;;1;;1;0;0;;0;;;0;0;0;;3;0;;0;2;0;1;0;0;0;0;0;;1;0;;0;0;7;17;7;;
29 Ago.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;5;5;3;;
30 Ago.;;0;0;0;1;0;;0;0;;0;;0;0;0;;3;;0;0;0;;0;;;0;0;0;;1;0;;0;2;0;1;0;0;0;0;0;;0;0;;0;0;6;14;3;;
31 Ago.;;0;0;0;0;0;;0;0;;0;;1;0;0;;1;;0;0;0;;0;;;0;0;0;;2;0;;0;2;0;1;0;0;0;0;0;;0;0;;0;0;4;11;4;;
1   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;3;0;;0;2;0;1;0;0;0;0;0;;1;0;;0;0;28;36;8;;
2   Sep.;;0;0;0;0;0;;0;0;;0;;1;0;0;;1;;0;0;0;;0;;;0;0;0;;5;0;;1;1;0;1;0;0;0;0;0;;0;0;;0;0;18;28;11;;
3   Sep.;;0;0;0;1;0;;0;0;;0;;1;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;0;3;0;1;0;0;0;0;0;;0;0;;0;0;16;24;7;;
4   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;2;0;1;0;0;0;0;0;;0;0;;0;0;4;9;5;;
5   Sep.;;0;0;0;1;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;0;0;;1;0;;0;2;0;1;0;0;0;0;0;;0;0;;0;0;3;9;5;;
6   Sep.;;0;0;0;0;0;;0;0;;0;;1;0;0;;3;;1;0;0;;0;;;0;1;0;;3;0;;0;2;0;1;0;0;0;0;0;;0;0;;0;0;5;17;7;;
7   Sep.;;0;0;0;1;0;;0;0;;0;;0;0;0;;2;;0;1;0;;0;;;0;0;0;;2;0;;0;1;0;0;0;0;0;0;0;;0;0;;0;1;2;10;11;;
8   Sep.;;0;0;0;0;0;;0;0;;0;;2;0;0;;1;;0;0;0;;0;;;0;1;0;;1;0;;1;1;0;0;0;0;0;0;0;;0;0;;0;0;3;10;11;;
9   Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;1;0;0;;0;;;0;1;0;;1;0;;0;0;0;2;0;0;0;0;0;;0;0;;0;1;1;8;20;;
10 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;1;;3;;1;0;0;;0;;;0;0;0;;8;0;;1;3;0;1;0;0;0;0;0;;0;0;;0;0;8;26;53;;
11 Sep.;;0;0;0;1;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;1;0;;1;0;;0;1;0;1;0;0;0;0;0;;0;0;;0;0;1;6;17;;
12 Sep.;;0;0;0;0;0;;0;0;;0;;2;0;0;;1;;2;0;0;;0;;;0;1;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;4;11;11;;
13 Sep.;;0;0;0;0;0;;0;0;;0;;1;0;1;;1;;0;0;0;;0;;;0;1;0;;1;0;;0;0;0;1;0;0;0;0;0;;0;0;;0;0;3;9;11;;
14 Sep.;;0;0;0;1;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;1;0;;2;0;;0;1;0;0;0;0;0;0;0;;0;0;;0;0;0;5;12;;
15 Sep.;;0;0;0;0;0;;0;0;;0;;3;0;0;;0;;0;0;0;;0;;;0;0;0;;2;0;;1;0;0;0;0;0;0;0;0;;0;0;;0;0;1;7;17;;
16 Sep.;;0;0;0;1;0;;0;0;;0;;1;0;0;;8;;0;0;0;;0;;;0;0;0;;16;0;;1;0;0;3;0;0;0;0;0;;1;0;;0;0;0;31;59;;
17 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;1;;0;0;0;;0;;;0;1;0;;3;0;;0;0;0;1;0;1;0;0;0;;0;0;;0;0;0;7;9;;
18 Sep.;;0;0;0;0;0;;0;0;;0;;1;0;0;;1;;5;0;0;;0;;;0;1;0;;2;0;;1;0;0;0;0;0;0;1;0;;0;0;;0;0;1;13;11;;
19 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;1;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2;7;;
20 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;1;0;;1;0;0;0;0;0;0;0;0;;0;0;;0;0;0;3;16;;
21 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;2;0;0;0;0;0;0;0;;0;0;;0;0;1;4;11;;
22 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;1;0;0;;0;;;0;0;0;;1;0;;1;1;0;1;0;0;0;0;0;;0;0;;0;0;0;5;6;;
23 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;1;2;11;;
24 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;0;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;0;1;;
25 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;1;0;;0;;;0;0;0;;1;0;;0;0;0;0;0;0;0;0;0;;0;0;;0;0;0;2;1;;
26 Sep.;;0;0;0;0;0;;0;0;;0;;0;0;0;;0;;0;0;0;;0;;;0;0;0;;1;0;;0;3;0;0;0;0;0;0;0;;1;0;;0;0;1;6;5;;
